gene_name,gene_id,start,end,chromosome,chromosome_nc
ABCG1,gene-ABCG1,86098818,86176101,chr2,NC_023643.1
TFF3,gene-TFF3,86190675,86194921,chr2,NC_023643.1
TFF2,gene-TFF2,86223113,86228964,chr2,NC_023643.1
TFF1,gene-TFF1,86239101,86244491,chr2,NC_023643.1
TMPRSS3,gene-TMPRSS3,86248792,86273715,chr2,NC_023643.1
UBASH3A,gene-UBASH3A,86279762,86330281,chr2,NC_023643.1
RSPH1,gene-RSPH1,86348365,86371908,chr2,NC_023643.1
SLC37A1,gene-SLC37A1,86375198,86457028,chr2,NC_023643.1
LOC103219428,gene-LOC103219428,86453606,86463796,chr2,NC_023643.1
LOC103219424,gene-LOC103219424,86459049,86460898,chr2,NC_023643.1
LOC103221098,gene-LOC103221098,86482938,86483437,chr2,NC_023643.1
PDE9A,gene-PDE9A,86541151,86656390,chr2,NC_023643.1
LOC103219440,gene-LOC103219440,86656280,86659176,chr2,NC_023643.1
WDR4,gene-WDR4,86715939,86745972,chr2,NC_023643.1
NDUFV3,gene-NDUFV3,86750630,86759744,chr2,NC_023643.1
LOC103219513,gene-LOC103219513,86824557,86858360,chr2,NC_023643.1
PKNOX1,gene-PKNOX1,86857155,86882365,chr2,NC_023643.1
LOC103219495,gene-LOC103219495,86884994,86889647,chr2,NC_023643.1
CBS,gene-CBS,86905104,86933780,chr2,NC_023643.1
LOC103219487,gene-LOC103219487,86915517,86916539,chr2,NC_023643.1
U2AF1,gene-U2AF1,86949910,86964655,chr2,NC_023643.1
LOC103221111,gene-LOC103221111,86983347,87001905,chr2,NC_023643.1
LOC103219534,gene-LOC103219534,87009237,87013990,chr2,NC_023643.1
LOC103219539,gene-LOC103219539,87079639,87084114,chr2,NC_023643.1
SIK1,gene-SIK1,87204386,87217044,chr2,NC_023643.1
LOC103221116,gene-LOC103221116,87235342,87236819,chr2,NC_023643.1
HSF2BP,gene-HSF2BP,87262882,87434217,chr2,NC_023643.1
RRP1B,gene-RRP1B,87434214,87471553,chr2,NC_023643.1
LOC103219561,gene-LOC103219561,87470642,87472400,chr2,NC_023643.1
PDXK,gene-PDXK,87489249,87534376,chr2,NC_023643.1
LOC103219603,gene-LOC103219603,87512406,87513379,chr2,NC_023643.1
CSTB,gene-CSTB,87551341,87555145,chr2,NC_023643.1
RRP1,gene-RRP1,87560229,87579019,chr2,NC_023643.1
LOC103219660,gene-LOC103219660,87583180,87589812,chr2,NC_023643.1
AGPAT3,gene-AGPAT3,87622839,87735552,chr2,NC_023643.1
TRAPPC10,gene-TRAPPC10,87760813,87856630,chr2,NC_023643.1
PWP2,gene-PWP2,87858003,87881072,chr2,NC_023643.1
C2H21orf33,gene-C2H21orf33,87884102,87902413,chr2,NC_023643.1
LOC103219699,gene-LOC103219699,87894043,87901439,chr2,NC_023643.1
LOC103221132,gene-LOC103221132,87948284,87950183,chr2,NC_023643.1
ICOSLG,gene-ICOSLG,87974651,87986867,chr2,NC_023643.1
LOC103219762,gene-LOC103219762,87976447,87977330,chr2,NC_023643.1
LOC103219738,gene-LOC103219738,87983982,87985711,chr2,NC_023643.1
LOC103219733,gene-LOC103219733,87986880,87997344,chr2,NC_023643.1
DNMT3L,gene-DNMT3L,87991868,88006399,chr2,NC_023643.1
AIRE,gene-AIRE,88019122,88031998,chr2,NC_023643.1
PFKL,gene-PFKL,88035409,88063376,chr2,NC_023643.1
C2H21orf2,gene-C2H21orf2,88065948,88074820,chr2,NC_023643.1
TRPM2,gene-TRPM2,88082391,88170340,chr2,NC_023643.1
LRRC3,gene-LRRC3,88176282,88179587,chr2,NC_023643.1
TSPEAR,gene-TSPEAR,88219663,88425531,chr2,NC_023643.1
LOC103219958,gene-LOC103219958,88229674,88232495,chr2,NC_023643.1
LOC103219952,gene-LOC103219952,88252654,88253748,chr2,NC_023643.1
LOC103219943,gene-LOC103219943,88254078,88260265,chr2,NC_023643.1
LOC103219928,gene-LOC103219928,88266771,88285616,chr2,NC_023643.1
LOC103219922,gene-LOC103219922,88292219,88295532,chr2,NC_023643.1
LOC103219912,gene-LOC103219912,88298176,88301535,chr2,NC_023643.1
LOC103219901,gene-LOC103219901,88317278,88320709,chr2,NC_023643.1
LOC103219893,gene-LOC103219893,88326608,88333126,chr2,NC_023643.1
LOC103219883,gene-LOC103219883,88340545,88353974,chr2,NC_023643.1
LOC103219872,gene-LOC103219872,88360847,88365055,chr2,NC_023643.1
LOC103219863,gene-LOC103219863,88373725,88374783,chr2,NC_023643.1
LOC103219852,gene-LOC103219852,88382006,88383652,chr2,NC_023643.1
LOC103219838,gene-LOC103219838,88397074,88398186,chr2,NC_023643.1
LOC103219832,gene-LOC103219832,88415210,88423157,chr2,NC_023643.1
UBE2G2,gene-UBE2G2,88481221,88512998,chr2,NC_023643.1
SUMO3,gene-SUMO3,88516906,88529098,chr2,NC_023643.1
PTTG1IP,gene-PTTG1IP,88559286,88586016,chr2,NC_023643.1
ITGB2,gene-ITGB2,88597554,88644890,chr2,NC_023643.1
FAM207A,gene-FAM207A,88652219,88703220,chr2,NC_023643.1
LOC103220064,gene-LOC103220064,88703420,88709556,chr2,NC_023643.1
LOC103220067,gene-LOC103220067,88710182,88712024,chr2,NC_023643.1
LOC103220073,gene-LOC103220073,88777194,88779026,chr2,NC_023643.1
ADARB1,gene-ADARB1,88780954,88915672,chr2,NC_023643.1
POFUT2,gene-POFUT2,88949293,88973007,chr2,NC_023643.1
LOC103221137,gene-LOC103221137,88976470,88979964,chr2,NC_023643.1
LOC103220153,gene-LOC103220153,89004761,89011385,chr2,NC_023643.1
LOC103220164,gene-LOC103220164,89019588,89021648,chr2,NC_023643.1
LOC103220192,gene-LOC103220192,89071181,89072679,chr2,NC_023643.1
LOC103221141,gene-LOC103221141,89091438,89100298,chr2,NC_023643.1
COL18A1,gene-COL18A1,89129674,89186490,chr2,NC_023643.1
LOC103220184,gene-LOC103220184,89171861,89174140,chr2,NC_023643.1
SLC19A1,gene-SLC19A1,89188171,89232081,chr2,NC_023643.1
LOC103220196,gene-LOC103220196,89241948,89245748,chr2,NC_023643.1
LOC103220201,gene-LOC103220201,89250378,89253733,chr2,NC_023643.1
PCBP3,gene-PCBP3,89304497,89585037,chr2,NC_023643.1
LOC103221154,gene-LOC103221154,89602779,89608425,chr2,NC_023643.1
COL6A1,gene-COL6A1,89608525,89649823,chr2,NC_023643.1
LOC103220294,gene-LOC103220294,89697165,89719641,chr2,NC_023643.1
COL6A2,gene-COL6A2,89724355,89758389,chr2,NC_023643.1
FTCD,gene-FTCD,89761600,89778572,chr2,NC_023643.1
SPATC1L,gene-SPATC1L,89781950,89805927,chr2,NC_023643.1
LOC103220339,gene-LOC103220339,89804162,89805062,chr2,NC_023643.1
LSS,gene-LSS,89809065,89846295,chr2,NC_023643.1
MCM3AP,gene-MCM3AP,89852450,89900002,chr2,NC_023643.1
LOC103220374,gene-LOC103220374,89892546,89898407,chr2,NC_023643.1
YBEY,gene-YBEY,89905119,89910307,chr2,NC_023643.1
LOC103220446,gene-LOC103220446,89915207,89916684,chr2,NC_023643.1
C2H21orf58,gene-C2H21orf58,89916904,89934889,chr2,NC_023643.1
PCNT,gene-PCNT,89934888,90046767,chr2,NC_023643.1
LOC103220401,gene-LOC103220401,89994041,89994218,chr2,NC_023643.1
DIP2A,gene-DIP2A,90058331,90167278,chr2,NC_023643.1
LOC103220605,gene-LOC103220605,90062938,90068896,chr2,NC_023643.1
LOC103220448,gene-LOC103220448,90139628,90143702,chr2,NC_023643.1
LOC103220644,gene-LOC103220644,90185552,90188290,chr2,NC_023643.1
S100B,gene-S100B,90188820,90194986,chr2,NC_023643.1
LOC103220652,gene-LOC103220652,90212056,90215593,chr2,NC_023643.1
PRMT2,gene-PRMT2,90225051,90256541,chr2,NC_023643.1
LOC103220697,gene-LOC103220697,90261635,90262640,chr2,NC_023643.1
LOC103220719,gene-LOC103220719,90285431,90352150,chr2,NC_023643.1
LOC103223653,gene-LOC103223653,1032837,1034392,chr20,NC_023661.1
LOC103225858,gene-LOC103225858,1221938,1256230,chr20,NC_023661.1
HSD17B7,gene-HSD17B7,1271259,1289232,chr20,NC_023661.1
DDR2,gene-DDR2,1298636,1451872,chr20,NC_023661.1
UAP1,gene-UAP1,1489372,1527767,chr20,NC_023661.1
UHMK1,gene-UHMK1,1564205,1594841,chr20,NC_023661.1
SH2D1B,gene-SH2D1B,1667247,1684951,chr20,NC_023661.1
LOC103223662,gene-LOC103223662,1693668,2002603,chr20,NC_023661.1
C20H1orf111,gene-C20H1orf111,1703879,1707212,chr20,NC_023661.1
OLFML2B,gene-OLFML2B,2053696,2094142,chr20,NC_023661.1
ATF6,gene-ATF6,2112819,2304063,chr20,NC_023661.1
DUSP12,gene-DUSP12,2316668,2319972,chr20,NC_023661.1
FCRLB,gene-FCRLB,2344021,2351838,chr20,NC_023661.1
LOC103223668,gene-LOC103223668,2345513,2349444,chr20,NC_023661.1
FCRLA,gene-FCRLA,2359034,2366986,chr20,NC_023661.1
FCGR2B,gene-FCGR2B,2398425,2413328,chr20,NC_023661.1
LOC103223674,gene-LOC103223674,2435852,2436559,chr20,NC_023661.1
LOC103223675,gene-LOC103223675,2466492,2475579,chr20,NC_023661.1
TRNAN-GUU,gene-TRNAN-GUU,2477001,2477074,chr20,NC_023661.1
FCGR2A,gene-FCGR2A,2480710,2512429,chr20,NC_023661.1
TRNAD-GUC,gene-TRNAD-GUC,2485590,2485661,chr20,NC_023661.1
TRNAG-UCC,gene-TRNAG-UCC,2486549,2486620,chr20,NC_023661.1
TRNAL-CAG,gene-TRNAL-CAG,2487314,2487396,chr20,NC_023661.1
HSPA6,gene-HSPA6,2490826,2495376,chr20,NC_023661.1
TRNAG-GCC,gene-TRNAG-GCC,2493649,2493719,chr20,NC_023661.1
TRNAG-GCC-2,gene-TRNAG-GCC-2,2537132,2537202,chr20,NC_023661.1
TRNAL-CAG-2,gene-TRNAL-CAG-2,2538874,2538956,chr20,NC_023661.1
TRNAD-GUC-2,gene-TRNAD-GUC-2,2539547,2539618,chr20,NC_023661.1
TRNAG-UCC-2,gene-TRNAG-UCC-2,2540248,2540319,chr20,NC_023661.1
TRNAE-CUC,gene-TRNAE-CUC,2540608,2540679,chr20,NC_023661.1
TRNAN-GUU-2,gene-TRNAN-GUU-2,2555668,2555741,chr20,NC_023661.1
TRNAV-CAC,gene-TRNAV-CAC,2582384,2582456,chr20,NC_023661.1
C20H1orf192,gene-C20H1orf192,2608511,2612088,chr20,NC_023661.1
SDHC,gene-SDHC,2613618,2658374,chr20,NC_023661.1
MPZ,gene-MPZ,2662163,2668393,chr20,NC_023661.1
LOC103223681,gene-LOC103223681,2693700,2694889,chr20,NC_023661.1
PCP4L1,gene-PCP4L1,2699360,2724201,chr20,NC_023661.1
NR1I3,gene-NR1I3,2724843,2752999,chr20,NC_023661.1
TOMM40L,gene-TOMM40L,2752056,2756719,chr20,NC_023661.1
APOA2,gene-APOA2,2757939,2760356,chr20,NC_023661.1
FCER1G,gene-FCER1G,2763412,2767774,chr20,NC_023661.1
NDUFS2,gene-NDUFS2,2767864,2780336,chr20,NC_023661.1
ADAMTS4,gene-ADAMTS4,2781184,2791464,chr20,NC_023661.1
B4GALT3,gene-B4GALT3,2807510,2814480,chr20,NC_023661.1
PPOX,gene-PPOX,2814571,2819384,chr20,NC_023661.1
USP21,gene-USP21,2820012,2826817,chr20,NC_023661.1
UFC1,gene-UFC1,2826909,2848210,chr20,NC_023661.1
DEDD,gene-DEDD,2848294,2858746,chr20,NC_023661.1
NIT1,gene-NIT1,2859582,2862688,chr20,NC_023661.1
PFDN2,gene-PFDN2,2862695,2880540,chr20,NC_023661.1
KLHDC9,gene-KLHDC9,2880750,2882697,chr20,NC_023661.1
LOC103223700,gene-LOC103223700,2886729,2891329,chr20,NC_023661.1
LOC103223699,gene-LOC103223699,2890082,2910271,chr20,NC_023661.1
LOC103223701,gene-LOC103223701,2917033,2920604,chr20,NC_023661.1
ARHGAP30,gene-ARHGAP30,2922593,2942563,chr20,NC_023661.1
USF1,gene-USF1,2943505,2950481,chr20,NC_023661.1
TSTD1,gene-TSTD1,2950536,2952100,chr20,NC_023661.1
F11R,gene-F11R,2966019,2986177,chr20,NC_023661.1
ITLN1,gene-ITLN1,3051929,3088690,chr20,NC_023661.1
CD244,gene-CD244,3103226,3138322,chr20,NC_023661.1
LOC103223710,gene-LOC103223710,3140059,3145818,chr20,NC_023661.1
LOC103225860,gene-LOC103225860,3148209,3151850,chr20,NC_023661.1
LOC103223709,gene-LOC103223709,3162440,3169106,chr20,NC_023661.1
LOC103223713,gene-LOC103223713,3171948,3181883,chr20,NC_023661.1
SLAMF7,gene-SLAMF7,3204784,3219275,chr20,NC_023661.1
CD48,gene-CD48,3235817,3253107,chr20,NC_023661.1
LOC103223717,gene-LOC103223717,3273644,3282923,chr20,NC_023661.1
SLAMF1,gene-SLAMF1,3282862,3320943,chr20,NC_023661.1
CD84,gene-CD84,3358751,3397075,chr20,NC_023661.1
SLAMF6,gene-SLAMF6,3426868,3465553,chr20,NC_023661.1
VANGL2,gene-VANGL2,3521066,3549301,chr20,NC_023661.1
NHLH1,gene-NHLH1,3576519,3582427,chr20,NC_023661.1
NCSTN,gene-NCSTN,3590044,3606205,chr20,NC_023661.1
COPA,gene-COPA,3605903,3658555,chr20,NC_023661.1
LOC103223725,gene-LOC103223725,3661594,3665019,chr20,NC_023661.1
PEX19,gene-PEX19,3663375,3672113,chr20,NC_023661.1
DCAF8,gene-DCAF8,3685340,3731323,chr20,NC_023661.1
LOC103223726,gene-LOC103223726,3724989,3726822,chr20,NC_023661.1
PEA15,gene-PEA15,3731658,3741614,chr20,NC_023661.1
CASQ1,gene-CASQ1,3744921,3759220,chr20,NC_023661.1
LOC103223731,gene-LOC103223731,3752530,3754813,chr20,NC_023661.1
ATP1A4,gene-ATP1A4,3759509,3794106,chr20,NC_023661.1
ATP1A2,gene-ATP1A2,3801044,3828680,chr20,NC_023661.1
IGSF8,gene-IGSF8,3845767,3853077,chr20,NC_023661.1
KCNJ9,gene-KCNJ9,3853906,3913049,chr20,NC_023661.1
KCNJ10,gene-KCNJ10,3873915,3907587,chr20,NC_023661.1
LOC103223737,gene-LOC103223737,3913152,3969945,chr20,NC_023661.1
PIGM,gene-PIGM,3913163,3914853,chr20,NC_023661.1
LOC103223735,gene-LOC103223735,3919124,3919762,chr20,NC_023661.1
SLAMF9,gene-SLAMF9,3995446,3998336,chr20,NC_023661.1
IGSF9,gene-IGSF9,4004936,4023451,chr20,NC_023661.1
TAGLN2,gene-TAGLN2,4024948,4032361,chr20,NC_023661.1
CCDC19,gene-CCDC19,4036029,4078608,chr20,NC_023661.1
LOC103223746,gene-LOC103223746,4041127,4044940,chr20,NC_023661.1
LOC103223744,gene-LOC103223744,4057593,4060537,chr20,NC_023661.1
VSIG8,gene-VSIG8,4091971,4096947,chr20,NC_023661.1
SLAMF8,gene-SLAMF8,4114403,4127122,chr20,NC_023661.1
FCRL6,gene-FCRL6,4134780,4170617,chr20,NC_023661.1
DUSP23,gene-DUSP23,4169422,4171092,chr20,NC_023661.1
CRP,gene-CRP,4232262,4235826,chr20,NC_023661.1
LOC103223752,gene-LOC103223752,4348448,4351622,chr20,NC_023661.1
APCS,gene-APCS,4360955,4363810,chr20,NC_023661.1
LOC103223754,gene-LOC103223754,4401134,4403747,chr20,NC_023661.1
LOC103223755,gene-LOC103223755,4508138,4509837,chr20,NC_023661.1
LOC103223757,gene-LOC103223757,4591213,4593893,chr20,NC_023661.1
LOC103223760,gene-LOC103223760,4627938,4629669,chr20,NC_023661.1
FCER1A,gene-FCER1A,4635316,4640787,chr20,NC_023661.1
LOC103223762,gene-LOC103223762,4642456,4666934,chr20,NC_023661.1
ACKR1,gene-ACKR1,4742326,4746615,chr20,NC_023661.1
CADM3,gene-CADM3,4746751,4777321,chr20,NC_023661.1
AIM2,gene-AIM2,4759746,4884460,chr20,NC_023661.1
TRNAR-UCU,gene-TRNAR-UCU,4807248,4807321,chr20,NC_023661.1
LOC103223765,gene-LOC103223765,4822482,4824373,chr20,NC_023661.1
IFI16,gene-IFI16,4891816,4933476,chr20,NC_023661.1
PYHIN1,gene-PYHIN1,4967123,5006172,chr20,NC_023661.1
MNDA,gene-MNDA,5079633,5124967,chr20,NC_023661.1
LOC103223770,gene-LOC103223770,5117971,5119990,chr20,NC_023661.1
LOC103223772,gene-LOC103223772,5142649,5143982,chr20,NC_023661.1
LOC103223773,gene-LOC103223773,5147707,5155783,chr20,NC_023661.1
LOC103223775,gene-LOC103223775,5161160,5187401,chr20,NC_023661.1
LOC103223774,gene-LOC103223774,5173790,5177381,chr20,NC_023661.1
LOC103223776,gene-LOC103223776,5196298,5197503,chr20,NC_023661.1
LOC103223777,gene-LOC103223777,5203512,5204824,chr20,NC_023661.1
LOC103223778,gene-LOC103223778,5221383,5224559,chr20,NC_023661.1
SPTA1,gene-SPTA1,5238246,5314204,chr20,NC_023661.1
LOC103223780,gene-LOC103223780,5316506,5318741,chr20,NC_023661.1
LOC103223781,gene-LOC103223781,5343903,5346708,chr20,NC_023661.1
LOC103223782,gene-LOC103223782,5361510,5364601,chr20,NC_023661.1
LOC103223783,gene-LOC103223783,5376793,5379288,chr20,NC_023661.1
LOC103223785,gene-LOC103223785,5442823,5445078,chr20,NC_023661.1
LOC103223786,gene-LOC103223786,5454757,5456077,chr20,NC_023661.1
LOC103223787,gene-LOC103223787,5468060,5469730,chr20,NC_023661.1
LOC103223788,gene-LOC103223788,5487468,5489743,chr20,NC_023661.1
LOC103223789,gene-LOC103223789,5508521,5510727,chr20,NC_023661.1
LOC103223790,gene-LOC103223790,5532516,5535348,chr20,NC_023661.1
CD1E,gene-CD1E,5573905,5588338,chr20,NC_023661.1
CD1B,gene-CD1B,5588575,5593617,chr20,NC_023661.1
CD1C,gene-CD1C,5633807,5638528,chr20,NC_023661.1
LOC103225866,gene-LOC103225866,5665732,5669282,chr20,NC_023661.1
LOC103223794,gene-LOC103223794,5672749,5688700,chr20,NC_023661.1
CD1D,gene-CD1D,5726307,5733355,chr20,NC_023661.1
LOC103223799,gene-LOC103223799,5782224,5783719,chr20,NC_023661.1
KIRREL,gene-KIRREL,5811111,5918064,chr20,NC_023661.1
CD5L,gene-CD5L,6059103,6074657,chr20,NC_023661.1
FCRL1,gene-FCRL1,6081319,6105733,chr20,NC_023661.1
FCRL2,gene-FCRL2,6124686,6154543,chr20,NC_023661.1
FCRL3,gene-FCRL3,6201252,6223913,chr20,NC_023661.1
LOC103223810,gene-LOC103223810,6264088,6317049,chr20,NC_023661.1
FCRL4,gene-FCRL4,6290078,6313746,chr20,NC_023661.1
FCRL5,gene-FCRL5,6335288,6371662,chr20,NC_023661.1
ETV3,gene-ETV3,6736208,6753576,chr20,NC_023661.1
ETV3L,gene-ETV3L,6774316,6783521,chr20,NC_023661.1
ARHGEF11,gene-ARHGEF11,6825331,6935110,chr20,NC_023661.1
LOC103223816,gene-LOC103223816,6868587,6870943,chr20,NC_023661.1
LRRC71,gene-LRRC71,6936714,6949847,chr20,NC_023661.1
PEAR1,gene-PEAR1,6954078,6975705,chr20,NC_023661.1
NTRK1,gene-NTRK1,6987903,7027381,chr20,NC_023661.1
INSRR,gene-INSRR,7008882,7029377,chr20,NC_023661.1
SH2D2A,gene-SH2D2A,7052170,7063262,chr20,NC_023661.1
PRCC,gene-PRCC,7068711,7099745,chr20,NC_023661.1
HDGF,gene-HDGF,7109133,7122715,chr20,NC_023661.1
MRPL24,gene-MRPL24,7123524,7127531,chr20,NC_023661.1
RRNAD1,gene-RRNAD1,7127876,7136051,chr20,NC_023661.1
ISG20L2,gene-ISG20L2,7136174,7141404,chr20,NC_023661.1
CRABP2,gene-CRABP2,7159022,7164586,chr20,NC_023661.1
NES,gene-NES,7185208,7193964,chr20,NC_023661.1
BCAN,gene-BCAN,7203546,7221108,chr20,NC_023661.1
HAPLN2,gene-HAPLN2,7237940,7244840,chr20,NC_023661.1
LOC103223833,gene-LOC103223833,7242726,7248164,chr20,NC_023661.1
GPATCH4,gene-GPATCH4,7260385,7268112,chr20,NC_023661.1
APOA1BP,gene-APOA1BP,7267885,7270440,chr20,NC_023661.1
TTC24,gene-TTC24,7275898,7289531,chr20,NC_023661.1
IQGAP3,gene-IQGAP3,7286819,7334352,chr20,NC_023661.1
MEF2D,gene-MEF2D,7358647,7394068,chr20,NC_023661.1
LOC103223853,gene-LOC103223853,7395864,7397642,chr20,NC_023661.1
C20H1orf61,gene-C20H1orf61,7421888,7457737,chr20,NC_023661.1
RHBG,gene-RHBG,7475404,7493109,chr20,NC_023661.1
LOC103223851,gene-LOC103223851,7509738,7518637,chr20,NC_023661.1
CCT3,gene-CCT3,7518729,7545296,chr20,NC_023661.1
VHLL,gene-VHLL,7563857,7564909,chr20,NC_023661.1
C20H1orf85,gene-C20H1orf85,7566424,7572018,chr20,NC_023661.1
TMEM79,gene-TMEM79,7569757,7579615,chr20,NC_023661.1
SMG5,gene-SMG5,7579716,7618060,chr20,NC_023661.1
PAQR6,gene-PAQR6,7618905,7622977,chr20,NC_023661.1
BGLAP,gene-BGLAP,7623716,7626353,chr20,NC_023661.1
PMF1,gene-PMF1,7627084,7655751,chr20,NC_023661.1
SLC25A44,gene-SLC25A44,7655836,7675356,chr20,NC_023661.1
SEMA4A,gene-SEMA4A,7684107,7716866,chr20,NC_023661.1
LMNA,gene-LMNA,7723059,7748799,chr20,NC_023661.1
MEX3A,gene-MEX3A,7781766,7793373,chr20,NC_023661.1
RAB25,gene-RAB25,7794890,7804528,chr20,NC_023661.1
LAMTOR2,gene-LAMTOR2,7806509,7810296,chr20,NC_023661.1
UBQLN4,gene-UBQLN4,7811275,7829782,chr20,NC_023661.1
LOC103223862,gene-LOC103223862,7833984,7844427,chr20,NC_023661.1
SSR2,gene-SSR2,7844461,7856869,chr20,NC_023661.1
ARHGEF2,gene-ARHGEF2,7884220,7927738,chr20,NC_023661.1
LOC103223864,gene-LOC103223864,7891717,7895969,chr20,NC_023661.1
LOC103223867,gene-LOC103223867,7928856,7930369,chr20,NC_023661.1
RXFP4,gene-RXFP4,7930719,7933422,chr20,NC_023661.1
KIAA0907,gene-KIAA0907,7941544,7964325,chr20,NC_023661.1
RIT1,gene-RIT1,7965944,7979396,chr20,NC_023661.1
SYT11,gene-SYT11,7993426,8019256,chr20,NC_023661.1
LOC103223874,gene-LOC103223874,8021625,8230165,chr20,NC_023661.1
LOC103223878,gene-LOC103223878,8027498,8029059,chr20,NC_023661.1
LOC103225840,gene-LOC103225840,8109520,8112635,chr20,NC_023661.1
DAP3,gene-DAP3,8122440,8174665,chr20,NC_023661.1
LOC103223876,gene-LOC103223876,8127015,8127889,chr20,NC_023661.1
LOC103223873,gene-LOC103223873,8199728,8210620,chr20,NC_023661.1
LOC103223872,gene-LOC103223872,8210440,8215797,chr20,NC_023661.1
ASH1L,gene-ASH1L,8290606,8499991,chr20,NC_023661.1
RUSC1,gene-RUSC1,8504123,8514113,chr20,NC_023661.1
FDPS,gene-FDPS,8514311,8526363,chr20,NC_023661.1
PKLR,gene-PKLR,8540228,8547184,chr20,NC_023661.1
HCN3,gene-HCN3,8546609,8558911,chr20,NC_023661.1
LOC103225871,gene-LOC103225871,8562334,8578880,chr20,NC_023661.1
FAM189B,gene-FAM189B,8578983,8587181,chr20,NC_023661.1
GBA,gene-GBA,8598110,8631517,chr20,NC_023661.1
MTX1,gene-MTX1,8617321,8621899,chr20,NC_023661.1
THBS3,gene-THBS3,8621706,8640252,chr20,NC_023661.1
LOC103223886,gene-LOC103223886,8627341,8629611,chr20,NC_023661.1
LOC103223885,gene-LOC103223885,8635391,8641595,chr20,NC_023661.1
MUC1,gene-MUC1,8641701,8646739,chr20,NC_023661.1
TRIM46,gene-TRIM46,8647598,8659674,chr20,NC_023661.1
KRTCAP2,gene-KRTCAP2,8659239,8666375,chr20,NC_023661.1
DPM3,gene-DPM3,8689727,8690430,chr20,NC_023661.1
SLC50A1,gene-SLC50A1,8691479,8694993,chr20,NC_023661.1
EFNA1,gene-EFNA1,8695446,8702556,chr20,NC_023661.1
EFNA3,gene-EFNA3,8742383,8751275,chr20,NC_023661.1
EFNA4,gene-EFNA4,8758126,8767750,chr20,NC_023661.1
LOC103223910,gene-LOC103223910,8766816,8768107,chr20,NC_023661.1
ADAM15,gene-ADAM15,8767836,8779399,chr20,NC_023661.1
DCST1,gene-DCST1,8779692,8797327,chr20,NC_023661.1
LOC103223907,gene-LOC103223907,8785302,8785806,chr20,NC_023661.1
DCST2,gene-DCST2,8797630,8812512,chr20,NC_023661.1
ZBTB7B,gene-ZBTB7B,8812514,8829128,chr20,NC_023661.1
LENEP,gene-LENEP,8836074,8838034,chr20,NC_023661.1
FLAD1,gene-FLAD1,8838130,8846654,chr20,NC_023661.1
CKS1B,gene-CKS1B,8849411,8854022,chr20,NC_023661.1
SHC1,gene-SHC1,8854189,8866406,chr20,NC_023661.1
PYGO2,gene-PYGO2,8866928,8871645,chr20,NC_023661.1
PBXIP1,gene-PBXIP1,8872492,8884029,chr20,NC_023661.1
PMVK,gene-PMVK,8893297,8906882,chr20,NC_023661.1
KCNN3,gene-KCNN3,8961833,9124728,chr20,NC_023661.1
LOC103223915,gene-LOC103223915,9101523,9105695,chr20,NC_023661.1
ADAR,gene-ADAR,9194611,9241102,chr20,NC_023661.1
CHRNB2,gene-CHRNB2,9245803,9255430,chr20,NC_023661.1
LOC103223918,gene-LOC103223918,9255423,9257180,chr20,NC_023661.1
UBE2Q1,gene-UBE2Q1,9264456,9273550,chr20,NC_023661.1
TDRD10,gene-TDRD10,9275380,9323531,chr20,NC_023661.1
SHE,gene-SHE,9324123,9358509,chr20,NC_023661.1
IL6R,gene-IL6R,9345723,9418963,chr20,NC_023661.1
ATP8B2,gene-ATP8B2,9466397,9491705,chr20,NC_023661.1
AQP10,gene-AQP10,9489562,9506229,chr20,NC_023661.1
HAX1,gene-HAX1,9537544,9545214,chr20,NC_023661.1
UBAP2L,gene-UBAP2L,9546201,9591728,chr20,NC_023661.1
LOC103223928,gene-LOC103223928,9585784,9601125,chr20,NC_023661.1
C20H1orf43,gene-C20H1orf43,9601210,9617238,chr20,NC_023661.1
C20H1orf189,gene-C20H1orf189,9615258,9622816,chr20,NC_023661.1
TPM3,gene-TPM3,9630056,9669819,chr20,NC_023661.1
NUP210L,gene-NUP210L,9671203,9821257,chr20,NC_023661.1
LOC103223935,gene-LOC103223935,9766879,9770363,chr20,NC_023661.1
RPS27,gene-RPS27,9821812,9823267,chr20,NC_023661.1
JTB,gene-JTB,9828542,9838990,chr20,NC_023661.1
RAB13,gene-RAB13,9832220,9836890,chr20,NC_023661.1
CREB3L4,gene-CREB3L4,9839137,9848413,chr20,NC_023661.1
SLC39A1,gene-SLC39A1,9847928,9852998,chr20,NC_023661.1
CRTC2,gene-CRTC2,9853094,9864843,chr20,NC_023661.1
DENND4B,gene-DENND4B,9865833,9882259,chr20,NC_023661.1
LOC103223945,gene-LOC103223945,9881727,9888494,chr20,NC_023661.1
GATAD2B,gene-GATAD2B,9888586,10003215,chr20,NC_023661.1
LOC103223948,gene-LOC103223948,10004084,10011261,chr20,NC_023661.1
SLC27A3,gene-SLC27A3,10031007,10037082,chr20,NC_023661.1
INTS3,gene-INTS3,10037176,10085499,chr20,NC_023661.1
NPR1,gene-NPR1,10115319,10131933,chr20,NC_023661.1
ILF2,gene-ILF2,10129912,10147376,chr20,NC_023661.1
